date,code,strategy,entry_price,stop_loss,take_profit,rsi,volume_ratio,entry_date,exit_date,days_held,exit_price,shares,gross_pnl,net_pnl,pnl_percent,exit_reason,commission,r_r_ratio,hold_days
2023-09-20,SHB,PULLBACK,8.98898,8.7021,9.53,48.888888888888914,,2023-09-20,2023-09-22,2,8.693397899999999,2224946.545659241,-657654.3723537059,-716667.8907951753,-3.583339453975877,STOP_LOSS,59013.518441469445,1.9791291831594011,
2024-02-28,SHB,PULLBACK,8.768759999999999,8.5239,9.2,57.432432432432456,,2024-02-28,2024-03-11,12,8.5153761,2280824.198632418,-577924.1306638552,-637057.2444678594,-3.185286222339297,STOP_LOSS,59133.11380400421,1.8636171113934719,
2024-02-29,SHB,PULLBACK,8.688679999999998,8.5239,9.2,59.02777777777777,,2024-02-29,2024-03-11,11,8.5153761,2301845.619817971,-398918.8231123687,-458320.4448777002,-2.2916022243885013,STOP_LOSS,59401.62176533145,3.3311979500320206,
2024-03-01,SHB,PULLBACK,8.768759999999999,8.5239,9.2,54.26356589147285,,2024-03-01,2024-03-11,10,8.5153761,2280824.198632418,-577924.1306638552,-637057.2444678594,-3.185286222339297,STOP_LOSS,59133.11380400421,1.8636171113934719,
2024-03-04,SHB,PULLBACK,8.72872,8.5239,9.09,59.32203389830512,,2024-03-04,2024-03-11,7,8.5153761,2291286.69495642,-488832.0395201128,-548098.7914608326,-2.740493957304163,STOP_LOSS,59266.751940719834,1.8867924528301725,
2024-03-05,SHB,PULLBACK,8.72872,8.5239,9.09,56.75675675675679,,2024-03-05,2024-03-11,6,8.5153761,2291286.69495642,-488832.0395201128,-548098.7914608326,-2.740493957304163,STOP_LOSS,59266.751940719834,1.8867924528301725,
2024-03-06,SHB,PULLBACK,8.688679999999998,8.5239,9.09,45.83333333333333,,2024-03-06,2024-03-11,5,8.5153761,2301845.619817971,-398918.8231123687,-458320.4448777002,-2.2916022243885013,STOP_LOSS,59401.62176533145,2.626521460602173,
2024-03-08,SHB,PULLBACK,8.618609999999999,8.5239,9.09,40.178571428571395,,2024-03-08,2024-03-11,3,8.5153761,2320559.8118490106,-239560.439560438,-299201.0989010974,-1.4960054945054868,STOP_LOSS,59640.659340659346,5.574912891986063,
2024-05-15,SHB,PULLBACK,8.548539999999997,8.335799999999999,8.9,57.926829268292664,,2024-05-15,2024-05-17,2,8.8911,2339580.793913347,801446.7967629619,740244.6265678174,3.701223132839087,TAKE_PROFIT,61202.17019514444,1.7629774730656265,
2024-05-22,SHB,PULLBACK,8.57857,8.415,9.05,48.437500000000036,,2024-05-22,2024-05-30,8,8.406585,2331390.89615169,-400964.26327464695,-460362.816879735,-2.301814084398675,STOP_LOSS,59398.55360508803,3.096774193548367,
2024-05-23,SHB,PULLBACK,8.65865,8.415,9.05,54.263565891472894,,2024-05-23,2024-05-30,7,8.406585,2309828.8994242754,-582227.0215333799,-641353.6810010799,-3.2067684050053993,STOP_LOSS,59126.65946769994,1.7021276595744608,
2024-05-24,SHB,PULLBACK,8.5085,8.3754,9.05,44.3609022556391,,2024-05-24,2024-05-30,6,8.3670246,2350590.585884704,-332550.7433742708,-392051.9172592094,-1.9602595862960468,STOP_LOSS,59501.173884938595,4.41412520064209,
2024-05-27,SHB,PULLBACK,8.548539999999997,8.3754,9.05,48.83720930232553,,2024-05-27,2024-05-30,3,8.3670246,2339580.793913347,-424669.9436394912,-484032.93872403196,-2.4201646936201597,STOP_LOSS,59362.995084540766,3.098420413122763,
2024-05-28,SHB,PULLBACK,8.618609999999999,8.3754,9.05,43.5897435897436,,2024-05-28,2024-05-30,2,8.3670246,2320559.8118490106,-583818.9684879533,-642943.2400352213,-3.2147162001761065,STOP_LOSS,59124.27154726807,1.8755328218243987,
2024-05-29,SHB,PULLBACK,8.5085,8.3754,9.05,43.5897435897436,,2024-05-29,2024-05-30,1,8.3670246,2350590.585884704,-332550.7433742708,-392051.9172592094,-1.9602595862960468,STOP_LOSS,59501.173884938595,4.41412520064209,
2024-05-30,SHB,PULLBACK,8.39839,8.266499999999999,9.05,43.58974358974366,,2024-05-30,2024-07-01,32,8.53146,2381408.8176424294,316894.07136367814,256418.7302566326,1.282093651283163,MAX_HOLD,60475.34110704552,5.344129554655797,
2024-05-31,SHB,PULLBACK,8.39839,8.266499999999999,9.05,42.105263157894754,,2024-05-31,2024-07-01,31,8.53146,2381408.8176424294,316894.07136367814,256418.7302566326,1.282093651283163,MAX_HOLD,60475.34110704552,5.344129554655797,
2024-06-03,SHB,PULLBACK,8.57857,8.266499999999999,9.05,51.16279069767446,,2024-06-03,2024-07-04,31,8.601389999999999,2331390.89615169,53202.340250180154,-6877.463260195116,-0.034387316300975586,MAX_HOLD,60079.80351037527,1.5815485996705045,
2024-06-04,SHB,PULLBACK,8.5085,8.266499999999999,9.05,48.52941176470591,,2024-06-04,2024-07-05,31,8.641350000000001,2350590.585884704,312275.9593347858,251807.54539578364,1.2590377269789181,MAX_HOLD,60468.41393900218,2.3554603854389637,
2024-06-05,SHB,PULLBACK,8.5085,8.266499999999999,9.05,40.67796610169488,,2024-06-05,2024-07-08,33,8.601389999999999,2350590.585884704,218346.35952282732,158018.8399835431,0.7900941999177155,MAX_HOLD,60327.51953928424,2.3554603854389637,
2024-06-11,SHB,PULLBACK,8.57857,8.266499999999999,9.05,50.0,,2024-06-11,2024-07-12,31,8.71128,2331390.89615169,309398.88582829357,248934.78749955114,1.2446739374977556,MAX_HOLD,60464.098328742446,1.5815485996705045,
2024-06-17,SHB,PULLBACK,8.57857,8.3754,8.9,48.52941176470591,,2024-06-17,2024-06-24,7,8.3670246,2331390.89615169,-493195.0196827643,-552455.2271532401,-2.762276135766201,STOP_LOSS,59260.207470475856,1.6957862281603342,
2024-06-18,SHB,PULLBACK,8.548539999999997,8.3754,8.9,51.56249999999996,,2024-06-18,2024-06-24,6,8.3670246,2339580.793913347,-424669.9436394912,-484032.93872403196,-2.4201646936201597,STOP_LOSS,59362.995084540766,2.187120291616069,
2024-06-19,SHB,PULLBACK,8.548539999999997,8.3754,8.9,56.41025641025634,,2024-06-19,2024-06-24,5,8.3670246,2339580.793913347,-424669.9436394912,-484032.93872403196,-2.4201646936201597,STOP_LOSS,59362.995084540766,2.187120291616069,
2024-06-20,SHB,PULLBACK,8.548539999999997,8.3754,8.9,56.41025641025634,,2024-06-20,2024-06-24,4,8.3670246,2339580.793913347,-424669.9436394912,-484032.93872403196,-2.4201646936201597,STOP_LOSS,59362.995084540766,2.187120291616069,
2024-06-21,SHB,PULLBACK,8.5085,8.3754,8.9,46.60194174757281,,2024-06-21,2024-06-24,3,8.3670246,2350590.585884704,-332550.7433742708,-392051.9172592094,-1.9602595862960468,STOP_LOSS,59501.173884938595,3.210272873194246,
2024-06-25,SHB,PULLBACK,8.39839,8.2269,8.9,45.52845528455286,,2024-06-25,2024-07-17,22,8.8911,2381408.8176424294,1173343.938540603,1111583.922632792,5.55791961316396,TAKE_PROFIT,61760.015907810906,3.1269160024524814,
2024-07-22,SHB,PULLBACK,8.6086,8.4447,8.94,46.15384615384612,,2024-07-22,2024-07-24,2,8.4362553,2323258.137211626,-400401.22668029653,-459800.6248402761,-2.2990031242013806,STOP_LOSS,59399.39815997955,2.189311010946548,
2024-07-24,SHB,PULLBACK,8.538529999999998,8.3259,8.94,45.23809523809524,,2024-07-24,2024-08-02,9,8.3175741,2342323.5615498223,-517550.2106334419,-576773.8853174917,-2.8838694265874585,STOP_LOSS,59223.67468404984,2.00881920627145,
2024-07-25,SHB,PULLBACK,8.498489999999999,8.3259,8.94,40.47619047619047,,2024-07-25,2024-08-02,8,8.3175741,2353359.243818608,-425760.1056187598,-485121.46546033164,-2.425607327301658,STOP_LOSS,59361.35984157186,2.742230347349182,
2024-07-26,SHB,PULLBACK,8.538529999999998,8.3259,8.94,45.23809523809522,,2024-07-26,2024-08-02,7,8.3175741,2342323.5615498223,-517550.2106334419,-576773.8853174917,-2.8838694265874585,STOP_LOSS,59223.67468404984,2.00881920627145,
2024-07-31,SHB,PULLBACK,8.57857,8.3259,8.94,41.17647058823524,,2024-07-31,2024-08-02,2,8.3175741,2331390.89615169,-608483.4651929152,-667570.7399951258,-3.3378536999756294,STOP_LOSS,59087.274802210624,1.5157722244981562,
2024-10-16,SHB,PULLBACK,8.26826,8.1378,8.68,50.0,,2024-10-16,2024-10-24,8,8.1296622,2418888.617435833,-335252.6408216467,-394749.76186041423,-1.973748809302071,STOP_LOSS,59497.12103876753,3.436988543371538,
2023-03-28,SHB,EMA_CROSS,6.766759999999999,6.263351295408437,7.436,67.13286713286716,1.9383392066963978,2023-03-28,2023-04-10,13,7.428564,2955624.257399406,1956043.9560439591,1893109.8901098932,9.465549450549466,TAKE_PROFIT,62934.06593406594,,
2024-01-08,SHB,EMA_CROSS,8.618609999999999,7.9436458888948245,9.471,92.04545454545452,1.9017731233935866,2024-01-08,2024-02-15,38,8.75124,2320559.8118490106,307775.8478455359,247314.1840737676,1.236570920368838,MAX_HOLD,60461.663771768304,,
2023-03-27,VIX,BREAKOUT,5.03503,4.7785,5.533,67.76315789473685,2.6169430518796983,2023-03-27,2023-04-05,9,5.527467000000001,3972170.970182899,1956043.956043959,1893109.890109893,9.465549450549466,TAKE_PROFIT,62934.06593406594,,
2023-05-05,VIX,BREAKOUT,5.825819999999999,5.529,6.402000000000001,61.90476190476189,1.7179184881437644,2023-05-05,2023-05-10,5,6.3955980000000014,3432993.1237147735,1956043.9560439636,1893109.8901098976,9.465549450549487,TAKE_PROFIT,62934.06593406595,,
2023-07-14,VIX,BREAKOUT,9.529519999999998,9.043999999999999,10.472,63.19444444444446,2.0268851560510157,2023-07-14,2023-07-21,7,10.461528,2098741.5945399143,1956043.9560439596,1893109.8901098936,9.465549450549467,TAKE_PROFIT,62934.06593406594,,
2023-12-04,VIX,BREAKOUT,13.573559999999999,12.882,14.916000000000002,63.01652892561983,1.6136432868088872,2023-12-04,2023-12-11,7,12.869118,1473452.8008864294,-1037962.0379620359,-1096405.0949050928,-5.482025474525464,STOP_LOSS,58443.056943056945,,
2024-06-12,VIX,BREAKOUT,14.524509999999998,13.7845,15.961,60.16597510373445,2.361534849470531,2024-06-12,2024-06-17,5,13.7707155,1376982.7691261189,-1037962.0379620354,-1096405.0949050924,-5.482025474525462,STOP_LOSS,58443.056943056945,,
2023-05-08,VIX,SWING_T+,5.83583,5.5385,6.2964,67.0454545454545,1.7205363143581456,2023-05-08,2023-05-10,2,6.2901036,3427104.627790734,1556843.1568431586,1494507.892107894,7.472539460539469,TAKE_PROFIT,62335.26473526474,,2.0
2023-04-17,VIX,PULLBACK,5.08508,4.9203,5.62,52.000000000000014,,2023-04-17,2023-05-04,17,5.61438,3933074.7992165317,2081776.4912253106,2018653.8264884725,10.093269132442364,TAKE_PROFIT,63122.66473683796,3.381340012523483,
2023-04-18,VIX,PULLBACK,5.17517,4.9203,5.62,54.09836065573771,,2023-04-18,2023-05-04,16,5.61438,3864607.3462321046,1697374.192538603,1634828.131249795,8.174140656248975,TAKE_PROFIT,62546.061288807905,1.8021625951141391,
2023-04-19,VIX,PULLBACK,5.05505,4.9203,5.62,51.03092783505155,,2023-04-19,2023-05-04,15,5.61438,3956439.600003957,2212955.3614702136,2149635.928428008,10.748179642140041,TAKE_PROFIT,63319.433042205324,4.394757131842726,
2023-04-20,VIX,PULLBACK,5.05505,4.9203,5.62,48.64864864864865,,2023-04-20,2023-05-04,14,5.61438,3956439.600003957,2212955.3614702136,2149635.928428008,10.748179642140041,TAKE_PROFIT,63319.433042205324,4.394757131842726,
2023-04-21,VIX,PULLBACK,5.135129999999999,4.9203,5.62,44.11764705882352,,2023-04-21,2023-05-04,13,5.61438,3894740.7368460004,1866554.4981334473,1803754.6663862471,9.018773331931236,TAKE_PROFIT,62799.83174720017,2.3366714353838853,
2023-04-25,VIX,PULLBACK,5.185179999999999,4.9203,5.62,40.540540540540526,,2023-04-25,2023-05-04,9,5.61438,3857146.714289572,1655487.369773087,1593004.1387184274,7.965020693592137,TAKE_PROFIT,62483.23105465963,1.6942626107046634,
2023-04-27,VIX,PULLBACK,5.185179999999999,4.9203,5.62,44.44444444444445,,2023-04-27,2023-05-04,7,5.61438,3857146.714289572,1655487.369773087,1593004.1387184274,7.965020693592137,TAKE_PROFIT,62483.23105465963,1.6942626107046634,
2023-06-29,VIX,PULLBACK,8.15815,8.0289,9.45,43.5374149659864,,2023-06-29,2023-07-14,15,9.44055,2451536.1938674822,3143850.0150156613,3079134.239993138,15.39567119996569,TAKE_PROFIT,64715.77502252348,10.734929810074291,
2023-06-30,VIX,PULLBACK,8.23823,7.9992,9.45,47.38675958188153,,2023-06-30,2023-07-14,14,9.44055,2427705.9513997547,2918879.419486954,2854501.1003577234,14.272505501788618,TAKE_PROFIT,64378.31912923043,5.285961871750421,
2023-07-03,VIX,PULLBACK,8.348339999999999,7.9992,9.45,50.68965517241378,,2023-07-03,2023-07-14,11,9.44055,2395685.8489232594,2616592.0410524765,2552667.1529908977,12.763335764954489,TAKE_PROFIT,63924.88806157871,3.2570422535211274,
2023-08-21,VIX,PULLBACK,12.502489999999998,11.731499999999999,14.25,57.81544256120527,,2023-08-21,2023-08-22,1,11.719768499999999,1599681.3434763798,-1252104.980687846,-1310226.823216814,-6.551134116084071,STOP_LOSS,58121.842528968235,2.3203691496374375,
2023-09-18,VIX,PULLBACK,14.524509999999998,14.1768,15.81,56.53061224489796,,2023-09-18,2023-09-19,1,14.1626232,1376982.7691261189,-498311.8879741859,-557564.4201422246,-2.7878221007111232,STOP_LOSS,59252.53216803873,3.901560624249705,
2023-09-19,VIX,PULLBACK,14.334319999999998,13.7313,15.81,50.42735042735043,,2023-09-19,2023-09-22,3,13.7175687,1395252.7919008369,-860523.9732334691,-919233.1872736189,-4.596165936368094,STOP_LOSS,58709.214040149796,2.5310005095974137,
2023-09-21,VIX,PULLBACK,14.524509999999998,13.7313,15.81,47.134935304990755,,2023-09-21,2023-09-22,1,13.7175687,1376982.7691261189,-1111144.2657962278,-1169477.5493975335,-5.847387746987668,STOP_LOSS,58333.283601305666,1.6694490818030046,
2023-12-13,VIX,PULLBACK,12.66265,12.2958,13.83,56.28415300546449,,2023-12-13,2024-01-15,33,12.70728,1579448.2197644254,70490.77404808867,10385.037887016537,0.05192518943508269,MAX_HOLD,60105.736161072135,3.3314511575381083,
2023-12-14,VIX,PULLBACK,12.542529999999998,12.2958,13.83,48.19277108433734,,2023-12-14,2024-01-15,32,12.70728,1594574.6193152422,262706.16853219137,202312.10927939307,1.0115605463969655,MAX_HOLD,60394.05925279829,5.550811272416753,
2023-12-15,VIX,PULLBACK,12.582569999999999,12.2958,13.83,55.03355704697987,,2023-12-15,2024-01-15,31,12.70728,1589500.3961829739,198226.59440798202,137929.25451637004,0.6896462725818503,MAX_HOLD,60297.33989161198,4.595185995623624,
2023-12-18,VIX,PULLBACK,12.502489999999998,12.2958,13.83,51.86440677966101,,2023-12-18,2024-01-18,31,13.27671,1599681.3434763798,1238505.2897462852,1176647.5318116657,5.883237659058329,MAX_HOLD,61857.757934619425,6.900102986611727,
2023-12-19,VIX,PULLBACK,12.8128,12.2958,13.83,54.34083601286176,,2023-12-19,2024-01-19,31,13.20678,1560939.060939061,614978.7712287726,554056.3030719294,2.7702815153596467,MAX_HOLD,60922.468156843155,2.042840142800471,
2023-12-21,VIX,PULLBACK,12.852839999999999,12.2958,13.83,51.9867549668874,,2023-12-21,2024-01-22,32,13.20678,1556076.3224314628,550757.6535613942,489931.5170810521,2.4496575854052605,MAX_HOLD,60826.13648034209,1.8191841234840136,
2024-01-03,VIX,PULLBACK,12.692679999999998,12.177000000000001,13.83,50.79365079365077,,2024-01-03,2024-02-05,33,13.54644,1575711.3548911659,1345279.3263518864,1283261.4073623586,6.4163070368117925,MAX_HOLD,62017.918989527825,2.28628230616303,
2024-01-04,VIX,PULLBACK,12.772759999999998,12.177000000000001,13.79,56.21621621621623,,2024-01-04,2024-02-05,32,13.54644,1565832.2868354218,1211453.1236788328,1149635.9439933146,5.748179719966573,MAX_HOLD,61817.17968551825,1.766723842195544,
2024-02-23,VIX,PULLBACK,13.343329999999998,13.1571,14.25,54.77386934673367,,2024-02-23,2024-02-29,6,14.23575,1498876.2175558878,1337627.1140712274,1275620.6734001206,6.378103367000603,TAKE_PROFIT,62006.440671106844,5.320994794678996,
2024-03-19,VIX,PULLBACK,14.714699999999997,13.988700000000001,16.34,58.22306238185254,,2024-03-19,2024-04-15,27,13.974711300000001,1359185.0326544207,-1005781.565373397,-1064272.8930253368,-5.321364465126684,STOP_LOSS,58491.32765193991,2.305637565021799,
2024-04-04,VIX,PULLBACK,15.325309999999998,14.9292,16.34,42.78074866310162,,2024-04-04,2024-04-05,1,14.9142708,1305030.6975845841,-536418.7739106063,-595614.1457497404,-2.978070728748702,STOP_LOSS,59195.371839134095,2.7048319327731027,
2024-04-09,VIX,PULLBACK,14.984969999999999,14.295599999999999,16.34,46.08695652173913,,2024-04-09,2024-04-15,6,14.281304399999998,1334670.6733480282,-939161.8401638453,-997753.0974035995,-4.988765487017997,STOP_LOSS,58591.25723975423,2.0314353499406805,
2024-04-12,VIX,PULLBACK,14.874859999999998,14.256,16.3,43.29113924050632,,2024-04-12,2024-04-15,3,14.241744,1344550.4697187068,-851256.4151864256,-909979.5305636459,-4.549897652818229,STOP_LOSS,58723.11537722037,2.3841059602649057,
2024-06-14,VIX,PULLBACK,13.883869999999998,13.5729,14.67,54.89361702127657,,2024-06-14,2024-06-20,6,13.5593271,1440520.5465046852,-467510.7156722115,-526809.4495987032,-2.6340472479935158,STOP_LOSS,59298.73392649168,2.6926960619320246,
2024-06-17,VIX,PULLBACK,13.883869999999998,13.5729,14.67,50.9259259259259,,2024-06-17,2024-06-20,3,13.5593271,1440520.5465046852,-467510.7156722115,-526809.4495987032,-2.6340472479935158,STOP_LOSS,59298.73392649168,2.6926960619320246,
2024-06-18,VIX,PULLBACK,13.883869999999998,13.5729,14.67,53.92156862745093,,2024-06-18,2024-06-20,2,13.5593271,1440520.5465046852,-467510.7156722115,-526809.4495987032,-2.6340472479935158,STOP_LOSS,59298.73392649168,2.6926960619320246,
2024-06-19,VIX,PULLBACK,13.763749999999998,13.5729,14.67,52.63157894736841,,2024-06-19,2024-06-20,1,13.5593271,1453092.3621832714,-297045.3546453508,-356599.78661338275,-1.7829989330669138,STOP_LOSS,59554.431968031975,5.1948051948052125,
2023-03-28,VIX,EMA_CROSS,5.015009999999999,4.608432824379023,5.511,65.7718120805369,1.973302317955661,2023-03-28,2023-04-05,8,5.505489,3988027.940123749,1956043.9560439584,1893109.8901098925,9.465549450549462,TAKE_PROFIT,62934.06593406594,,
2023-04-26,HPG,BREAKOUT,16.68667,15.836500000000001,18.337000000000003,57.30769230769236,1.5652366090539152,2023-04-26,2023-05-26,30,15.8206635,1198561.4865038982,-1037962.0379620371,-1096405.094905094,-5.482025474525471,STOP_LOSS,58443.056943056945,,
2023-09-06,HPG,BREAKOUT,21.991969999999995,20.871499999999997,24.167,57.93650793650791,1.8438334397176077,2023-09-06,2023-09-18,12,20.8506285,909422.8484305865,-1037962.0379620345,-1096405.0949050914,-5.482025474525457,STOP_LOSS,58443.056943056945,,
2024-01-22,HPG,BREAKOUT,21.46144,20.368,23.584000000000003,64.06926406926414,2.6008402878146266,2024-01-22,2024-02-22,31,21.60837,931903.9169785439,136924.64252165848,76719.255557876,0.38359627778938,MAX_HOLD,60205.38696378248,,
2024-02-15,HPG,BREAKOUT,21.761739999999996,20.653,23.914,69.31818181818176,1.7810350379756152,2024-02-15,2024-03-18,32,22.39758,919044.1573146266,584365.036986937,523488.48943145666,2.6174424471572832,MAX_HOLD,60876.5475554804,,
2024-02-19,HPG,BREAKOUT,22.14212,21.014,24.332000000000004,67.20430107526883,1.951953815859282,2024-02-19,2024-03-21,31,22.897080000000003,903255.8761311022,681922.0562439406,620899.1731595747,3.104495865797874,MAX_HOLD,61022.88308436591,,
2024-05-08,HPG,BREAKOUT,23.28326,22.097,25.586000000000002,55.57729941291585,1.7141064085434372,2024-05-08,2024-06-10,33,24.395580000000002,858986.2416173681,955467.5762758342,894034.3749114205,4.470171874557102,MAX_HOLD,61433.20136441375,,
2024-11-11,HPG,BREAKOUT,23.103079999999995,21.926,25.388,67.7551020408163,2.447144194793809,2024-11-11,2024-11-14,3,21.904073999999998,865685.4410753893,-1037962.0379620357,-1096405.0949050926,-5.482025474525463,STOP_LOSS,58443.056943056945,,
2023-04-10,HPG,PULLBACK,15.695679999999998,15.2658,16.59,55.307262569832396,,2023-04-10,2023-04-26,16,16.57341,1274235.9681135193,1118435.136292281,1056757.4835878427,5.283787417939213,TAKE_PROFIT,61677.65270443842,2.197006277160796,
2023-04-12,HPG,PULLBACK,15.735719999999999,15.2658,16.59,57.803468208092525,,2023-04-12,2023-04-26,14,16.57341,1270993.6374058512,1064698.6601185077,1003101.6121283299,5.01550806064165,TAKE_PROFIT,61597.04799017776,1.9154557463672368,
2023-04-13,HPG,PULLBACK,15.505489999999998,15.2658,16.59,51.02040816326534,,2023-04-13,2023-04-26,13,16.57341,1289865.7185293727,1377473.3981318888,1315407.188034691,6.577035940173455,TAKE_PROFIT,62066.210097197836,4.906333630686891,
2023-04-14,HPG,PULLBACK,15.655639999999998,15.2658,16.59,46.666666666666686,,2023-04-14,2023-04-26,12,16.57341,1277494.8836329912,1172446.4793518514,1110687.8096328236,5.553439048164118,TAKE_PROFIT,61758.66971902778,2.538749331908068,
2023-04-17,HPG,PULLBACK,15.805789999999998,15.2658,16.59,52.94117647058822,,2023-04-17,2023-04-26,9,16.57341,1265359.08676504,971314.942182581,909857.9697693072,4.549289848846536,TAKE_PROFIT,61456.97241327386,1.5261350629530765,
2023-04-19,HPG,PULLBACK,15.775759999999998,15.2658,16.59,50.0,,2023-04-19,2023-04-26,7,16.57341,1267767.7652296943,1011234.9579354668,949718.1054985636,4.7485905274928175,TAKE_PROFIT,61516.8524369032,1.6794819910967245,
2023-04-20,HPG,PULLBACK,15.775759999999998,15.2658,16.59,50.0,,2023-04-20,2023-04-26,6,16.57341,1267767.7652296943,1011234.9579354668,949718.1054985636,4.7485905274928175,TAKE_PROFIT,61516.8524369032,1.6794819910967245,
2023-04-21,HPG,PULLBACK,15.695679999999998,15.2658,16.59,43.97905759162302,,2023-04-21,2023-04-26,5,16.57341,1274235.9681135193,1118435.136292281,1056757.4835878427,5.283787417939213,TAKE_PROFIT,61677.65270443842,2.197006277160796,
2023-04-24,HPG,PULLBACK,15.655639999999998,15.2658,16.59,40.957446808510625,,2023-04-24,2023-04-26,2,16.57341,1277494.8836329912,1172446.4793518514,1110687.8096328236,5.553439048164118,TAKE_PROFIT,61758.66971902778,2.538749331908068,
2023-05-23,HPG,PULLBACK,16.45644,16.1964,17.12,50.96153846153853,,2023-05-23,2023-05-24,1,16.180203600000002,1215329.6824829672,-335718.2963022359,-395214.71885778254,-1.9760735942889125,STOP_LOSS,59496.42255554665,2.791461412151058,
2023-05-24,HPG,PULLBACK,16.156139999999997,15.9786,17.12,50.0,,2023-05-24,2023-05-26,2,15.9626214,1237919.4535328366,-239560.4395604363,-299201.0989010956,-1.4960054945054782,STOP_LOSS,59640.659340659346,6.071871127633195,
2023-05-25,HPG,PULLBACK,16.07606,15.899399999999998,17.12,45.4545454545454,,2023-05-25,2023-05-26,1,15.883500599999998,1244085.9265267735,-239560.43956044005,-299201.0989010994,-1.496005494505497,STOP_LOSS,59640.659340659346,6.600249066002483,
2023-05-30,HPG,PULLBACK,16.18617,15.6321,17.12,43.83561643835614,,2023-05-30,2023-06-07,8,17.102880000000003,1235622.756958564,1132707.7375314876,1071008.6759251903,5.355043379625952,TAKE_PROFIT,61699.06160629724,1.7661275329986899,
