ticker,entry_date,entry,exit,pnl,exit_reason,type
ABI,104,21360.0,20398.8,-4.5000000000000036,Trailing SL,PULLBACK
ABI,194,20900.0,21000.0,0.4784688995215311,Time Exit,EMA_CROSS
PGI,179,22000.0,21010.0,-4.5,Trailing SL,EMA_CROSS
TVS,76,15800.0,16194.999999999998,2.4999999999999885,Trailing SL,PULLBACK
DTD,129,21900.0,20914.5,-4.5,Trailing SL,PULLBACK
LAS,76,20400.0,19482.0,-4.5,Trailing SL,PULLBACK
LAS,78,20200.0,20705.0,2.5,Trailing SL,PULLBACK
VGS,76,29600.0,30339.999999999996,2.4999999999999876,Trailing SL,PULLBACK
L18,76,29800.0,30544.999999999996,2.4999999999999876,Trailing SL,PULLBACK
SJE,52,18830.0,17982.649999999998,-4.5000000000000115,Trailing SL,EMA_CROSS
SJE,75,18500.0,20350.0,10.0,TP,PULLBACK
SJE,167,19800.0,18909.0,-4.5,Trailing SL,EMA_CROSS
SJE,169,19100.0,18240.5,-4.5,Trailing SL,PULLBACK
DHT,84,79910.0,76640.0,-4.0921036165686395,Time Exit,PULLBACK
DHT,136,79910.0,81907.75,2.5,Trailing SL,EMA_CROSS
NAG,67,13500.0,12892.5,-4.5,Trailing SL,PULLBACK
NAG,68,13500.0,12892.5,-4.5,Trailing SL,PULLBACK
NAG,78,14500.0,13847.5,-4.5,Trailing SL,EMA_CROSS
IPA,129,20600.0,21114.999999999996,2.4999999999999822,Trailing SL,PULLBACK
IPA,130,21300.0,20341.5,-4.5,Trailing SL,PULLBACK
IPA,132,21000.0,20055.0,-4.5,Trailing SL,PULLBACK
L14,76,33800.0,34645.0,2.5,Trailing SL,PULLBACK
LAS,76,20400.0,19482.0,-4.5,Trailing SL,PULLBACK
LAS,78,20200.0,20705.0,2.5,Trailing SL,PULLBACK
LDP,123,12000.0,11460.0,-4.5,Trailing SL,PULLBACK
LDP,127,12000.0,11460.0,-4.5,Trailing SL,PULLBACK
LDP,129,12100.0,11555.5,-4.5,Trailing SL,PULLBACK
LDP,170,11900.0,11364.5,-4.5,Trailing SL,EMA_CROSS
LDP,171,11900.0,11364.5,-4.5,Trailing SL,PULLBACK
LDP,174,11700.0,11173.5,-4.5,Trailing SL,PULLBACK
DTD,129,21900.0,20914.5,-4.5,Trailing SL,PULLBACK
HGM,105,290670.0,297936.75,2.5,Trailing SL,PULLBACK
HGM,108,290960.0,298234.0,2.5,Trailing SL,PULLBACK
HLD,191,21200.0,20246.0,-4.5,Trailing SL,PULLBACK
SD9,77,11900.0,12197.499999999998,2.499999999999985,Trailing SL,EMA_CROSS
